atlas_id,event_id,payload,source_file_or_report,source_family,pipeline,template_or_model,mode,observable_family,has_fobs,fobs_column_or_quantity,has_domega,domega_column_or_quantity,has_tau,tau_column_or_quantity,has_dtau,dtau_column_or_quantity,has_Mf,Mf_column_or_source,has_chif,chif_column_or_source,jointness,frame_status,t_start_status,verification_level,usable_for_220_joint,usable_for_220_unpaired,usable_for_221_joint,usable_for_population,allowed_physical_question,disallowed_claims,blocking_issue,next_allowed_action,notes
A0221,S190910s,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190910s_pseobnrv4hm.h5,LVK_GWTC3_TGR,pSEOBNRv4HM,pSEOBNRv4HM (lalinference + pSEOBNRv4HM_tgr),220,fractional_deviation,no,"derived: f_obs_220 ~= f_Kerr_220(final_mass,final_spin)*(1+domega220) [convention unclear]",yes,posterior_samples[domega220],no,derived (convention unclear),yes,posterior_samples[dtau220],yes,posterior_samples[final_mass] (det) + final_mass_source (src),yes,posterior_samples[final_spin],same_dataset,mixed_or_unclear,metadata_only,report_inference_only,unclear,no,no,exploratory_only,method_validation_only,no_population_claim;no_220_claim_until_convention_documented,Convencion exacta de domega220/dtau220 no esta en ficheros locales; bloqueo abierto en phase5a_domega_convention_audit.md,manual_hdf5_audit,Joint full Mf/final_spin/domega220/dtau220 disponible; bloqueo unico: documentar convencion via C-source de lalsimulation
A0222,S191109d,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S191109d_pseobnrv4hm.h5,LVK_GWTC3_TGR,pSEOBNRv4HM,pSEOBNRv4HM (lalinference + pSEOBNRv4HM_tgr),220,fractional_deviation,no,"derived: f_obs_220 ~= f_Kerr_220(final_mass,final_spin)*(1+domega220) [convention unclear]",yes,posterior_samples[domega220],no,derived (convention unclear),yes,posterior_samples[dtau220],yes,posterior_samples[final_mass] (det) + final_mass_source (src),yes,posterior_samples[final_spin],same_dataset,mixed_or_unclear,metadata_only,report_inference_only,unclear,no,no,exploratory_only,method_validation_only,no_population_claim;no_220_claim_until_convention_documented,Convencion exacta de domega220/dtau220 no esta en ficheros locales; bloqueo abierto en phase5a_domega_convention_audit.md,manual_hdf5_audit,Joint full Mf/final_spin/domega220/dtau220 disponible; bloqueo unico: documentar convencion via C-source de lalsimulation
A0223,S200129m,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S200129m_pseobnrv4hm.h5,LVK_GWTC3_TGR,pSEOBNRv4HM,pSEOBNRv4HM (lalinference + pSEOBNRv4HM_tgr),220,fractional_deviation,no,"derived: f_obs_220 ~= f_Kerr_220(final_mass,final_spin)*(1+domega220) [convention unclear]",yes,posterior_samples[domega220],no,derived (convention unclear),yes,posterior_samples[dtau220],yes,posterior_samples[final_mass] (det) + final_mass_source (src),yes,posterior_samples[final_spin],same_dataset,mixed_or_unclear,metadata_only,report_inference_only,unclear,no,no,exploratory_only,method_validation_only,no_population_claim;no_220_claim_until_convention_documented,Convencion exacta de domega220/dtau220 no esta en ficheros locales; bloqueo abierto en phase5a_domega_convention_audit.md,manual_hdf5_audit,Joint full Mf/final_spin/domega220/dtau220 disponible; bloqueo unico: documentar convencion via C-source de lalsimulation
A0224,S200208q,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S200208q_pseobnrv4hm.h5,LVK_GWTC3_TGR,pSEOBNRv4HM,pSEOBNRv4HM (lalinference + pSEOBNRv4HM_tgr),220,fractional_deviation,no,"derived: f_obs_220 ~= f_Kerr_220(final_mass,final_spin)*(1+domega220) [convention unclear]",yes,posterior_samples[domega220],no,derived (convention unclear),yes,posterior_samples[dtau220],yes,posterior_samples[final_mass] (det) + final_mass_source (src),yes,posterior_samples[final_spin],same_dataset,mixed_or_unclear,metadata_only,report_inference_only,unclear,no,no,exploratory_only,method_validation_only,no_population_claim;no_220_claim_until_convention_documented,Convencion exacta de domega220/dtau220 no esta en ficheros locales; bloqueo abierto en phase5a_domega_convention_audit.md,manual_hdf5_audit,Joint full Mf/final_spin/domega220/dtau220 disponible; bloqueo unico: documentar convencion via C-source de lalsimulation
A0225,S200224ca,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S200224ca_pseobnrv4hm.h5,LVK_GWTC3_TGR,pSEOBNRv4HM,pSEOBNRv4HM (lalinference + pSEOBNRv4HM_tgr),220,fractional_deviation,no,"derived: f_obs_220 ~= f_Kerr_220(final_mass,final_spin)*(1+domega220) [convention unclear]",yes,posterior_samples[domega220],no,derived (convention unclear),yes,posterior_samples[dtau220],yes,posterior_samples[final_mass] (det) + final_mass_source (src),yes,posterior_samples[final_spin],same_dataset,mixed_or_unclear,metadata_only,report_inference_only,unclear,no,no,exploratory_only,method_validation_only,no_population_claim;no_220_claim_until_convention_documented,Convencion exacta de domega220/dtau220 no esta en ficheros locales; bloqueo abierto en phase5a_domega_convention_audit.md,manual_hdf5_audit,Joint full Mf/final_spin/domega220/dtau220 disponible; bloqueo unico: documentar convencion via C-source de lalsimulation
A0226,S200311bg,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S200311bg_pseobnrv4hm.h5,LVK_GWTC3_TGR,pSEOBNRv4HM,pSEOBNRv4HM (lalinference + pSEOBNRv4HM_tgr),220,fractional_deviation,no,"derived: f_obs_220 ~= f_Kerr_220(final_mass,final_spin)*(1+domega220) [convention unclear]",yes,posterior_samples[domega220],no,derived (convention unclear),yes,posterior_samples[dtau220],yes,posterior_samples[final_mass] (det) + final_mass_source (src),yes,posterior_samples[final_spin],same_dataset,mixed_or_unclear,metadata_only,report_inference_only,unclear,no,no,exploratory_only,method_validation_only,no_population_claim;no_220_claim_until_convention_documented,Convencion exacta de domega220/dtau220 no esta en ficheros locales; bloqueo abierto en phase5a_domega_convention_audit.md,manual_hdf5_audit,Joint full Mf/final_spin/domega220/dtau220 disponible; bloqueo unico: documentar convencion via C-source de lalsimulation
A0227,S170814,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S170814_pseobnrv4hm.h5 (NOT_PRESENT),LVK_GWTC3_TGR,pSEOBNRv4HM,pSEOBNRv4HM,220,metadata_only,no,,no,,no,,no,,no,,no,,none,unknown,unknown,metadata_verified,no,no,no,no,no_residual_allowed,no_220_claim,Fichero pSEOBNRv4HM ausente en local,download_missing_release,Confirmado missing por find recursivo en phase5a_missing_or_unclear.csv (M028-M035)
A0228,S170823,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S170823_pseobnrv4hm.h5 (NOT_PRESENT),LVK_GWTC3_TGR,pSEOBNRv4HM,pSEOBNRv4HM,220,metadata_only,no,,no,,no,,no,,no,,no,,none,unknown,unknown,metadata_verified,no,no,no,no,no_residual_allowed,no_220_claim,Fichero pSEOBNRv4HM ausente en local,download_missing_release,Confirmado missing por find recursivo en phase5a_missing_or_unclear.csv (M028-M035)
A0229,S190408an,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190408an_pseobnrv4hm.h5 (NOT_PRESENT),LVK_GWTC3_TGR,pSEOBNRv4HM,pSEOBNRv4HM,220,metadata_only,no,,no,,no,,no,,no,,no,,none,unknown,unknown,metadata_verified,no,no,no,no,no_residual_allowed,no_220_claim,Fichero pSEOBNRv4HM ausente en local,download_missing_release,Confirmado missing por find recursivo en phase5a_missing_or_unclear.csv (M028-M035)
A0230,S190512at,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190512at_pseobnrv4hm.h5 (NOT_PRESENT),LVK_GWTC3_TGR,pSEOBNRv4HM,pSEOBNRv4HM,220,metadata_only,no,,no,,no,,no,,no,,no,,none,unknown,unknown,metadata_verified,no,no,no,no,no_residual_allowed,no_220_claim,Fichero pSEOBNRv4HM ausente en local,download_missing_release,Confirmado missing por find recursivo en phase5a_missing_or_unclear.csv (M028-M035)
A0231,S190513bm,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190513bm_pseobnrv4hm.h5 (NOT_PRESENT),LVK_GWTC3_TGR,pSEOBNRv4HM,pSEOBNRv4HM,220,metadata_only,no,,no,,no,,no,,no,,no,,none,unknown,unknown,metadata_verified,no,no,no,no,no_residual_allowed,no_220_claim,Fichero pSEOBNRv4HM ausente en local,download_missing_release,Confirmado missing por find recursivo en phase5a_missing_or_unclear.csv (M028-M035)
A0232,S190708ap,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190708ap_pseobnrv4hm.h5 (NOT_PRESENT),LVK_GWTC3_TGR,pSEOBNRv4HM,pSEOBNRv4HM,220,metadata_only,no,,no,,no,,no,,no,,no,,none,unknown,unknown,metadata_verified,no,no,no,no,no_residual_allowed,no_220_claim,Fichero pSEOBNRv4HM ausente en local,download_missing_release,Confirmado missing por find recursivo en phase5a_missing_or_unclear.csv (M028-M035)
A0233,S190915ak,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190915ak_pseobnrv4hm.h5 (NOT_PRESENT),LVK_GWTC3_TGR,pSEOBNRv4HM,pSEOBNRv4HM,220,metadata_only,no,,no,,no,,no,,no,,no,,none,unknown,unknown,metadata_verified,no,no,no,no,no_residual_allowed,no_220_claim,Fichero pSEOBNRv4HM ausente en local,download_missing_release,Confirmado missing por find recursivo en phase5a_missing_or_unclear.csv (M028-M035)
A0234,S191222n,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S191222n_pseobnrv4hm.h5 (NOT_PRESENT),LVK_GWTC3_TGR,pSEOBNRv4HM,pSEOBNRv4HM,220,metadata_only,no,,no,,no,,no,,no,,no,,none,unknown,unknown,metadata_verified,no,no,no,no,no_residual_allowed,no_220_claim,Fichero pSEOBNRv4HM ausente en local,download_missing_release,Confirmado missing por find recursivo en phase5a_missing_or_unclear.csv (M028-M035)
A0235,GW230601_224134,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW230601_224134/GW230601_224134_Kerr_220_np_10M/pyRing_GW230601_224134_Kerr_220_np_10M.dat,LVK_GWTC4_TGR,pyRing,Kerr_220_np_10M,220,gr_fixed_kerr,no,,no,,no,,no,,yes,.dat col Mf,yes,.dat col af,same_dataset,redshifted_probable,config_verified,config_verified,no,no,no,no,no_residual_allowed,gr_fixed_zero_residual;no_220_claim,Kerr 220 GR-fixed: residual_f=0 por construccion,archive_phase,Anclaje Mf/af para evento O4a; util como referencia remnant
A0236,GW230601_224134,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW230601_224134/GW230601_224134_DS_1mode_10M/pyRing_GW230601_224134_DS_1mode_10M.dat,LVK_GWTC4_TGR,pyRing,DS_1mode_10M,220,free_frequency,yes,.dat col f_t_0,no,,yes,.dat col tau_t_0,no,,no,not_in_DS_dat,no,not_in_DS_dat,unpaired_same_event,redshifted_probable,inferred_from_filename,report_inference_only,no,yes,no,exploratory_only,residual_220_unpaired_composition,no_joint_residual;no_population_claim,f_t_0/tau_t_0 y Mf/af viven en tablas distintas (different_files); pareo no es muestra-a-muestra,build_unpaired_composition,Frecuencia agnostica DS-libre; necesita pareo external con Kerr_220_np_10M del mismo evento
A0237,GW230601_224134,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW230601_224134/GW230601_224134_DS_2mode_10M/pyRing_GW230601_224134_DS_2mode_10M.dat,LVK_GWTC4_TGR,pyRing,DS_2mode_10M,220+330,free_frequency,yes,".dat cols f_t_0 (220), f_t_1 (330) [hipotetico]",no,,yes,".dat cols tau_t_0, tau_t_1 [hipotetico]",no,,no,,no,,unpaired_same_event,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,exploratory_only,residual_220_unpaired_composition,no_joint_residual;no_population_claim,Cabecera .dat de DS_2mode_10M no inspeccionada explicitamente (M036),manual_hdf5_audit,DS multi-modo agnostico; verificar columns antes de uso
A0238,GW230601_224134,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW230601_224134/GW230601_224134_TEOB_22_21_33_44_55_domega_220_0.0M/pyRing_GW230601_224134_TEOB_22_21_33_44_55_domega_220_0.0M.dat,LVK_GWTC4_TGR,pyRing,TEOB_22_21_33_44_55_domega_220_0.0M,220,fractional_deviation,no,derived,yes,.dat col domega_220,no,,no,,no,"must derive via NR fit from m1,m2,chi1,chi2",no,must derive via NR fit,external_remnant_required,redshifted_probable,inferred_from_filename,config_verified,no,unclear,no,no,no_residual_allowed,no_joint_residual;no_population_claim,domega_220 sample-level pero sin Mf/af joint; requiere NR fit externo para remnant,manual_hdf5_audit,TEOBResumS-PM con desviacion solo del 220; m1/m2/chi1/chi2 a nivel posterior
A0239,GW230601_224134,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW230601_224134/GW230601_224134_TEOB_22_21_33_44_55_domega_dtau_220_0.0M/pyRing_GW230601_224134_TEOB_22_21_33_44_55_domega_dtau_220_0.0M.dat,LVK_GWTC4_TGR,pyRing,TEOB_22_21_33_44_55_domega_dtau_220_0.0M,220,fractional_deviation,no,derived,yes,.dat col domega_220,no,derived,yes,.dat col dtau_220,no,derive via NR fit,no,derive via NR fit,external_remnant_required,redshifted_probable,inferred_from_filename,config_verified,no,unclear,no,no,no_residual_allowed,no_joint_residual;no_population_claim,domega_220+dtau_220 joint pero sin Mf/af joint; requiere NR fit externo,manual_hdf5_audit,Convencion analoga a pyRing/Kerr (mismo codigo); falta remnant joint
A0240,GW230601_224134,GWTC-4.0_III_pyRing.tar.gz,pyring/plotting_scripts_and_data/event_summary_samples/events_summary_file.h5,LVK_GWTC4_TGR,pyRing,events_summary_file [DS/IMR/Kerr/KerrPostmerger],220,remnant_only,yes,dataset f_22 [DS free; otros derivados],no,,yes,dataset tau_22,no,,yes,dataset Mf [IMR/Kerr/KerrPostmerger],yes,dataset af,same_file_unclear_joint,redshifted_probable,metadata_only,hdf5_keys_verified,no,unclear,no,exploratory_only,remnant_only_crosscheck,no_220_claim;no_population_claim,f_22 en sub-template Kerr/IMR es derivada GR-fixed (no observation libre); DS si tiene f_22 libre pero sin Mf/af joint,manual_hdf5_audit,Producto de Fig.1 del paper TGR-O4a; util como anchor de remnant comparado
A0241,GW230609_064958,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW230609_064958/GW230609_064958_Kerr_220_np_10M/pyRing_GW230609_064958_Kerr_220_np_10M.dat,LVK_GWTC4_TGR,pyRing,Kerr_220_np_10M,220,gr_fixed_kerr,no,,no,,no,,no,,yes,.dat col Mf,yes,.dat col af,same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,no,no,no_residual_allowed,gr_fixed_zero_residual;no_220_claim,Kerr 220 GR-fixed: residual_f=0 por construccion,archive_phase,Anclaje Mf/af para evento O4a; util como referencia remnant
A0242,GW230609_064958,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW230609_064958/GW230609_064958_DS_1mode_10M/pyRing_GW230609_064958_DS_1mode_10M.dat,LVK_GWTC4_TGR,pyRing,DS_1mode_10M,220,free_frequency,yes,.dat col f_t_0,no,,yes,.dat col tau_t_0,no,,no,not_in_DS_dat,no,not_in_DS_dat,unpaired_same_event,redshifted_probable,inferred_from_filename,report_inference_only,no,yes,no,exploratory_only,residual_220_unpaired_composition,no_joint_residual;no_population_claim,f_t_0/tau_t_0 y Mf/af viven en tablas distintas (different_files); pareo no es muestra-a-muestra,build_unpaired_composition,Frecuencia agnostica DS-libre; necesita pareo external con Kerr_220_np_10M del mismo evento
A0243,GW230609_064958,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW230609_064958/GW230609_064958_DS_2mode_10M/pyRing_GW230609_064958_DS_2mode_10M.dat,LVK_GWTC4_TGR,pyRing,DS_2mode_10M,220+330,free_frequency,yes,".dat cols f_t_0 (220), f_t_1 (330) [hipotetico]",no,,yes,".dat cols tau_t_0, tau_t_1 [hipotetico]",no,,no,,no,,unpaired_same_event,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,exploratory_only,residual_220_unpaired_composition,no_joint_residual;no_population_claim,Cabecera .dat de DS_2mode_10M no inspeccionada explicitamente (M036),manual_hdf5_audit,DS multi-modo agnostico; verificar columns antes de uso
A0244,GW230609_064958,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW230609_064958/GW230609_064958_TEOB_22_21_33_44_55_domega_220_0.0M/pyRing_GW230609_064958_TEOB_22_21_33_44_55_domega_220_0.0M.dat,LVK_GWTC4_TGR,pyRing,TEOB_22_21_33_44_55_domega_220_0.0M,220,fractional_deviation,no,derived,yes,.dat col domega_220,no,,no,,no,"must derive via NR fit from m1,m2,chi1,chi2",no,must derive via NR fit,external_remnant_required,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,no,no_residual_allowed,no_joint_residual;no_population_claim,domega_220 sample-level pero sin Mf/af joint; requiere NR fit externo para remnant,manual_hdf5_audit,TEOBResumS-PM con desviacion solo del 220; m1/m2/chi1/chi2 a nivel posterior
A0245,GW230609_064958,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW230609_064958/GW230609_064958_TEOB_22_21_33_44_55_domega_dtau_220_0.0M/pyRing_GW230609_064958_TEOB_22_21_33_44_55_domega_dtau_220_0.0M.dat,LVK_GWTC4_TGR,pyRing,TEOB_22_21_33_44_55_domega_dtau_220_0.0M,220,fractional_deviation,no,derived,yes,.dat col domega_220,no,derived,yes,.dat col dtau_220,no,derive via NR fit,no,derive via NR fit,external_remnant_required,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,no,no_residual_allowed,no_joint_residual;no_population_claim,domega_220+dtau_220 joint pero sin Mf/af joint; requiere NR fit externo,manual_hdf5_audit,Convencion analoga a pyRing/Kerr (mismo codigo); falta remnant joint
A0246,GW230609_064958,GWTC-4.0_III_pyRing.tar.gz,pyring/plotting_scripts_and_data/event_summary_samples/events_summary_file.h5,LVK_GWTC4_TGR,pyRing,events_summary_file [DS/IMR/Kerr/KerrPostmerger],220,remnant_only,yes,dataset f_22 [DS free; otros derivados],no,,yes,dataset tau_22,no,,yes,dataset Mf [IMR/Kerr/KerrPostmerger],yes,dataset af,same_file_unclear_joint,redshifted_probable,metadata_only,hdf5_keys_verified,no,unclear,no,exploratory_only,remnant_only_crosscheck,no_220_claim;no_population_claim,f_22 en sub-template Kerr/IMR es derivada GR-fixed (no observation libre); DS si tiene f_22 libre pero sin Mf/af joint,manual_hdf5_audit,Producto de Fig.1 del paper TGR-O4a; util como anchor de remnant comparado
A0247,GW230628_231200,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW230628_231200/GW230628_231200_Kerr_220_np_10M/pyRing_GW230628_231200_Kerr_220_np_10M.dat,LVK_GWTC4_TGR,pyRing,Kerr_220_np_10M,220,gr_fixed_kerr,no,,no,,no,,no,,yes,.dat col Mf,yes,.dat col af,same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,no,no,no_residual_allowed,gr_fixed_zero_residual;no_220_claim,Kerr 220 GR-fixed: residual_f=0 por construccion,archive_phase,Anclaje Mf/af para evento O4a; util como referencia remnant
A0248,GW230628_231200,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW230628_231200/GW230628_231200_DS_1mode_10M/pyRing_GW230628_231200_DS_1mode_10M.dat,LVK_GWTC4_TGR,pyRing,DS_1mode_10M,220,free_frequency,yes,.dat col f_t_0,no,,yes,.dat col tau_t_0,no,,no,not_in_DS_dat,no,not_in_DS_dat,unpaired_same_event,redshifted_probable,inferred_from_filename,report_inference_only,no,yes,no,exploratory_only,residual_220_unpaired_composition,no_joint_residual;no_population_claim,f_t_0/tau_t_0 y Mf/af viven en tablas distintas (different_files); pareo no es muestra-a-muestra,build_unpaired_composition,Frecuencia agnostica DS-libre; necesita pareo external con Kerr_220_np_10M del mismo evento
A0249,GW230628_231200,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW230628_231200/GW230628_231200_DS_2mode_10M/pyRing_GW230628_231200_DS_2mode_10M.dat,LVK_GWTC4_TGR,pyRing,DS_2mode_10M,220+330,free_frequency,yes,".dat cols f_t_0 (220), f_t_1 (330) [hipotetico]",no,,yes,".dat cols tau_t_0, tau_t_1 [hipotetico]",no,,no,,no,,unpaired_same_event,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,exploratory_only,residual_220_unpaired_composition,no_joint_residual;no_population_claim,Cabecera .dat de DS_2mode_10M no inspeccionada explicitamente (M036),manual_hdf5_audit,DS multi-modo agnostico; verificar columns antes de uso
A0250,GW230628_231200,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW230628_231200/GW230628_231200_TEOB_22_21_33_44_55_domega_220_0.0M/pyRing_GW230628_231200_TEOB_22_21_33_44_55_domega_220_0.0M.dat,LVK_GWTC4_TGR,pyRing,TEOB_22_21_33_44_55_domega_220_0.0M,220,fractional_deviation,no,derived,yes,.dat col domega_220,no,,no,,no,"must derive via NR fit from m1,m2,chi1,chi2",no,must derive via NR fit,external_remnant_required,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,no,no_residual_allowed,no_joint_residual;no_population_claim,domega_220 sample-level pero sin Mf/af joint; requiere NR fit externo para remnant,manual_hdf5_audit,TEOBResumS-PM con desviacion solo del 220; m1/m2/chi1/chi2 a nivel posterior
A0251,GW230628_231200,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW230628_231200/GW230628_231200_TEOB_22_21_33_44_55_domega_dtau_220_0.0M/pyRing_GW230628_231200_TEOB_22_21_33_44_55_domega_dtau_220_0.0M.dat,LVK_GWTC4_TGR,pyRing,TEOB_22_21_33_44_55_domega_dtau_220_0.0M,220,fractional_deviation,no,derived,yes,.dat col domega_220,no,derived,yes,.dat col dtau_220,no,derive via NR fit,no,derive via NR fit,external_remnant_required,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,no,no_residual_allowed,no_joint_residual;no_population_claim,domega_220+dtau_220 joint pero sin Mf/af joint; requiere NR fit externo,manual_hdf5_audit,Convencion analoga a pyRing/Kerr (mismo codigo); falta remnant joint
